51.45581867,-2.604056485,240
51.45581867,-2.604056485,280
51.45581867,-2.604056485,320
51.4556983344,-2.604056485,0
51.4556983344,-2.604056485,40
51.4556983344,-2.604056485,80
51.4556983344,-2.604056485,120
51.4556983344,-2.604056485,160
51.4556983344,-2.604056485,200
51.4556983344,-2.604056485,240
51.4556983344,-2.604056485,280
51.4556983344,-2.604056485,320
51.4561796769,-2.6050676778,0
51.4561796769,-2.6050676778,40
51.4561796769,-2.6050676778,80
51.4561796769,-2.6050676778,120
51.4561796769,-2.6050676778,160
51.4561796769,-2.6050676778,200
51.4561796769,-2.6050676778,240
51.4561796769,-2.6050676778,280
51.4561796769,-2.6050676778,320
51.4560593412,-2.6050676778,0
51.4560593412,-2.6050676778,40
51.4560593412,-2.6050676778,80
51.4560593412,-2.6050676778,120
51.4560593412,-2.6050676778,160
51.4560593412,-2.6050676778,200
51.4560593412,-2.6050676778,240
51.4560593412,-2.6050676778,280
51.4560593412,-2.6050676778,320
51.4559390056,-2.6050676778,0
51.4559390056,-2.6050676778,40
51.4559390056,-2.6050676778,80
51.4559390056,-2.6050676778,120
51.4559390056,-2.6050676778,160
51.4559390056,-2.6050676778,200
51.4559390056,-2.6050676778,240
51.4559390056,-2.6050676778,280
51.4559390056,-2.6050676778,320
51.45581867,-2.6050676778,0
51.45581867,-2.6050676778,40
51.45581867,-2.6050676778,80
51.45581867,-2.6050676778,120
51.45581867,-2.6050676778,160
51.45581867,-2.6050676778,200
51.45581867,-2.6050676778,240
51.45581867,-2.6050676778,280
51.45581867,-2.6050676778,320
51.4556983344,-2.6050676778,0
51.4556983344,-2.6050676778,40
51.4556983344,-2.6050676778,80
51.4556983344,-2.6050676778,120
51.4556983344,-2.6050676778,160
51.4556983344,-2.6050676778,200
51.4556983344,-2.6050676778,240
51.4556983344,-2.6050676778,280
51.4556983344,-2.6050676778,320
51.4561796769,-2.60607887059,0
51.4561796769,-2.60607887059,40
51.4561796769,-2.60607887059,80
51.4561796769,-2.60607887059,120
51.4561796769,-2.60607887059,160
51.4561796769,-2.60607887059,200
51.4561796769,-2.60607887059,240
51.4561796769,-2.60607887059,280
51.4561796769,-2.60607887059,320
51.4560593412,-2.60607887059,0
51.4560593412,-2.60607887059,40
51.4560593412,-2.60607887059,80
51.4560593412,-2.60607887059,120
51.4560593412,-2.60607887059,160
51.4560593412,-2.60607887059,200
51.4560593412,-2.60607887059,240
51.4560593412,-2.60607887059,280
51.4560593412,-2.60607887059,320
51.4559390056,-2.60607887059,0
51.4559390056,-2.60607887059,40
51.4559390056,-2.60607887059,80
51.4559390056,-2.60607887059,120
51.4559390056,-2.60607887059,160
51.4559390056,-2.60607887059,200
51.4559390056,-2.60607887059,240
51.4559390056,-2.60607887059,280
51.4559390056,-2.60607887059,320
51.45581867,-2.60607887059,0
51.45581867,-2.60607887059,40
51.45581867,-2.60607887059,80
51.45581867,-2.60607887059,120
51.45581867,-2.60607887059,160
51.45581867,-2.60607887059,200
51.45581867,-2.60607887059,240
51.45581867,-2.60607887059,280
51.45581867,-2.60607887059,320
51.4556983344,-2.60607887059,0
51.4556983344,-2.60607887059,40
51.4556983344,-2.60607887059,80
51.4556983344,-2.60607887059,120
51.4556983344,-2.60607887059,160
51.4556983344,-2.60607887059,200
51.4556983344,-2.60607887059,240
51.4556983344,-2.60607887059,280
51.4556983344,-2.60607887059,320
