51.4561796769,-2.6020340994,0
51.4561796769,-2.6020340994,40
51.4561796769,-2.6020340994,80
51.4561796769,-2.6020340994,120
51.4561796769,-2.6020340994,160
51.4561796769,-2.6020340994,200
51.4561796769,-2.6020340994,240
51.4561796769,-2.6020340994,280
51.4561796769,-2.6020340994,320
51.4560593412,-2.6020340994,0
51.4560593412,-2.6020340994,40
51.4560593412,-2.6020340994,80
51.4560593412,-2.6020340994,120
51.4560593412,-2.6020340994,160
51.4560593412,-2.6020340994,200
51.4560593412,-2.6020340994,240
51.4560593412,-2.6020340994,280
51.4560593412,-2.6020340994,320
51.4559390056,-2.6020340994,0
51.4559390056,-2.6020340994,40
51.4559390056,-2.6020340994,80
51.4559390056,-2.6020340994,120
51.4559390056,-2.6020340994,160
51.4559390056,-2.6020340994,200
51.4559390056,-2.6020340994,240
51.4559390056,-2.6020340994,280
51.4559390056,-2.6020340994,320
51.45581867,-2.6020340994,0
51.45581867,-2.6020340994,40
51.45581867,-2.6020340994,80
51.45581867,-2.6020340994,120
51.45581867,-2.6020340994,160
51.45581867,-2.6020340994,200
51.45581867,-2.6020340994,240
51.45581867,-2.6020340994,280
51.45581867,-2.6020340994,320
51.4556983344,-2.6020340994,0
51.4556983344,-2.6020340994,40
51.4556983344,-2.6020340994,80
51.4556983344,-2.6020340994,120
51.4556983344,-2.6020340994,160
51.4556983344,-2.6020340994,200
51.4556983344,-2.6020340994,240
51.4556983344,-2.6020340994,280
51.4556983344,-2.6020340994,320
51.4561796769,-2.6030452922,0
51.4561796769,-2.6030452922,40
51.4561796769,-2.6030452922,80
51.4561796769,-2.6030452922,120
51.4561796769,-2.6030452922,160
51.4561796769,-2.6030452922,200
51.4561796769,-2.6030452922,240
51.4561796769,-2.6030452922,280
51.4561796769,-2.6030452922,320
51.4560593412,-2.6030452922,0
51.4560593412,-2.6030452922,40
51.4560593412,-2.6030452922,80
51.4560593412,-2.6030452922,120
51.4560593412,-2.6030452922,160
51.4560593412,-2.6030452922,200
51.4560593412,-2.6030452922,240
51.4560593412,-2.6030452922,280
51.4560593412,-2.6030452922,320
51.4559390056,-2.6030452922,0
51.4559390056,-2.6030452922,40
51.4559390056,-2.6030452922,80
51.4559390056,-2.6030452922,120
51.4559390056,-2.6030452922,160
51.4559390056,-2.6030452922,200
51.4559390056,-2.6030452922,240
51.4559390056,-2.6030452922,280
51.4559390056,-2.6030452922,320
51.45581867,-2.6030452922,0
51.45581867,-2.6030452922,40
51.45581867,-2.6030452922,80
51.45581867,-2.6030452922,120
51.45581867,-2.6030452922,160
51.45581867,-2.6030452922,200
51.45581867,-2.6030452922,240
51.45581867,-2.6030452922,280
51.45581867,-2.6030452922,320
51.4556983344,-2.6030452922,0
51.4556983344,-2.6030452922,40
51.4556983344,-2.6030452922,80
51.4556983344,-2.6030452922,120
51.4556983344,-2.6030452922,160
51.4556983344,-2.6030452922,200
51.4556983344,-2.6030452922,240
51.4556983344,-2.6030452922,280
51.4556983344,-2.6030452922,320
51.4561796769,-2.604056485,0
51.4561796769,-2.604056485,40
51.4561796769,-2.604056485,80
51.4561796769,-2.604056485,120
51.4561796769,-2.604056485,160
51.4561796769,-2.604056485,200
51.4561796769,-2.604056485,240
51.4561796769,-2.604056485,280
51.4561796769,-2.604056485,320
51.4560593412,-2.604056485,0
51.4560593412,-2.604056485,40
51.4560593412,-2.604056485,80
51.4560593412,-2.604056485,120
51.4560593412,-2.604056485,160
51.4560593412,-2.604056485,200
51.4560593412,-2.604056485,240
51.4560593412,-2.604056485,280
51.4560593412,-2.604056485,320
51.4559390056,-2.604056485,0
51.4559390056,-2.604056485,40
51.4559390056,-2.604056485,80
51.4559390056,-2.604056485,120
51.4559390056,-2.604056485,160
51.4559390056,-2.604056485,200
51.4559390056,-2.604056485,240
51.4559390056,-2.604056485,280
51.4559390056,-2.604056485,320
51.45581867,-2.604056485,0
51.45581867,-2.604056485,40
51.45581867,-2.604056485,80
51.45581867,-2.604056485,120
51.45581867,-2.604056485,160
51.45581867,-2.604056485,200
