51.4561195093,-2.60179236531,0,18
51.4559804543,-2.60179236531,19,37
51.4558413993,-2.60179236531,38,56
51.4557023443,-2.60179236531,57,75
51.4555632893,-2.60179236531,76,94
51.4554242343,-2.60179236531,95,113
51.4561195093,-2.60286524892,114,132
51.4559804543,-2.60286524892,133,151
51.4558413993,-2.60286524892,152,170
51.4557023443,-2.60286524892,171,189
51.4555632893,-2.60286524892,190,208
51.4554242343,-2.60286524892,209,227
51.4561195093,-2.60393813252,228,246
51.4559804543,-2.60393813252,247,265
51.4558413993,-2.60393813252,266,284
51.4557023443,-2.60393813252,285,303
51.4555632893,-2.60393813252,304,322
51.4554242343,-2.60393813252,323,341
51.4561195093,-2.60501101613,342,360
51.4559804543,-2.60501101613,361,379
51.4558413993,-2.60501101613,380,398
51.4557023443,-2.60501101613,399,417
51.4555632893,-2.60501101613,418,436
51.4554242343,-2.60501101613,437,455
51.4561195093,-2.60608389974,456,474
51.4559804543,-2.60608389974,475,493
51.4558413993,-2.60608389974,494,512
51.4557023443,-2.60608389974,513,531
51.4555632893,-2.60608389974,532,550
51.4554242343,-2.60608389974,551,569
51.4561195093,-2.60715678334,570,588
51.4559804543,-2.60715678334,589,607
51.4558413993,-2.60715678334,608,626
51.4557023443,-2.60715678334,627,645
51.4555632893,-2.60715678334,646,664
51.4554242343,-2.60715678334,665,683
