LAT,LNG,HEADING,#MATCHES
51.4561515948,-2.60340048373,260,4
51.4561515948,-2.60340048373,280,4
51.4561515948,-2.60340048373,300,5
51.4561515948,-2.60340048373,320,0
51.4561515948,-2.60340048373,340,3
51.4560018459,-2.60340048373,0,4
51.4560018459,-2.60340048373,20,4
51.4560018459,-2.60340048373,40,7
51.4560018459,-2.60340048373,60,5
51.4560018459,-2.60340048373,80,0
51.4560018459,-2.60340048373,100,0
51.4560018459,-2.60340048373,120,2
51.4560018459,-2.60340048373,140,2
51.4560018459,-2.60340048373,160,0
51.4560018459,-2.60340048373,180,5
51.4560018459,-2.60340048373,200,5
51.4560018459,-2.60340048373,220,2
51.4560018459,-2.60340048373,240,4
51.4560018459,-2.60340048373,260,2
51.4560018459,-2.60340048373,280,2
51.4560018459,-2.60340048373,300,7
51.4560018459,-2.60340048373,320,5
51.4560018459,-2.60340048373,340,0
51.4558520971,-2.60340048373,0,0
51.4558520971,-2.60340048373,20,4
51.4558520971,-2.60340048373,40,0
51.4558520971,-2.60340048373,60,6
51.4558520971,-2.60340048373,80,10
51.4558520971,-2.60340048373,100,0
51.4558520971,-2.60340048373,120,1
51.4558520971,-2.60340048373,140,1
51.4558520971,-2.60340048373,160,0
51.4558520971,-2.60340048373,180,0
51.4558520971,-2.60340048373,200,5
51.4558520971,-2.60340048373,220,2
51.4558520971,-2.60340048373,240,4
51.4558520971,-2.60340048373,260,2
51.4558520971,-2.60340048373,280,1
51.4558520971,-2.60340048373,300,0
51.4558520971,-2.60340048373,320,0
51.4558520971,-2.60340048373,340,6
51.4573495854,-2.60372449458,0,5
51.4573495854,-2.60372449458,20,0
51.4573495854,-2.60372449458,40,0
51.4573495854,-2.60372449458,60,0
51.4573495854,-2.60372449458,80,6
51.4573495854,-2.60372449458,100,5
51.4573495854,-2.60372449458,120,5
51.4573495854,-2.60372449458,140,5
51.4573495854,-2.60372449458,160,4
51.4573495854,-2.60372449458,180,4
51.4573495854,-2.60372449458,200,0
51.4573495854,-2.60372449458,220,0
51.4573495854,-2.60372449458,240,0
51.4573495854,-2.60372449458,260,0
51.4573495854,-2.60372449458,280,0
51.4573495854,-2.60372449458,300,5
51.4573495854,-2.60372449458,320,1
51.4573495854,-2.60372449458,340,4
51.4571998366,-2.60372449458,0,0
51.4571998366,-2.60372449458,20,5
51.4571998366,-2.60372449458,40,5
51.4571998366,-2.60372449458,60,0
51.4571998366,-2.60372449458,80,0
51.4571998366,-2.60372449458,100,0
51.4571998366,-2.60372449458,120,0
51.4571998366,-2.60372449458,140,5
51.4571998366,-2.60372449458,160,2
51.4571998366,-2.60372449458,180,4
51.4571998366,-2.60372449458,200,0
51.4571998366,-2.60372449458,220,0
51.4571998366,-2.60372449458,240,0
51.4571998366,-2.60372449458,260,1
51.4571998366,-2.60372449458,280,0
51.4571998366,-2.60372449458,300,0
51.4571998366,-2.60372449458,320,0
51.4571998366,-2.60372449458,340,4
51.4570500877,-2.60372449458,0,3
51.4570500877,-2.60372449458,20,5
51.4570500877,-2.60372449458,40,0
51.4570500877,-2.60372449458,60,0
51.4570500877,-2.60372449458,80,0
51.4570500877,-2.60372449458,100,0
51.4570500877,-2.60372449458,120,0
51.4570500877,-2.60372449458,140,4
51.4570500877,-2.60372449458,160,1
51.4570500877,-2.60372449458,180,3
51.4570500877,-2.60372449458,200,6
51.4570500877,-2.60372449458,220,0
51.4570500877,-2.60372449458,240,0
51.4570500877,-2.60372449458,260,4
51.4570500877,-2.60372449458,280,0
51.4570500877,-2.60372449458,300,4
51.4570500877,-2.60372449458,320,0
51.4570500877,-2.60372449458,340,1
51.4569003389,-2.60372449458,0,0
51.4569003389,-2.60372449458,20,7
51.4569003389,-2.60372449458,40,0
51.4569003389,-2.60372449458,60,0
51.4569003389,-2.60372449458,80,0
51.4569003389,-2.60372449458,100,6
51.4569003389,-2.60372449458,120,5
51.4569003389,-2.60372449458,140,5
51.4569003389,-2.60372449458,160,1
51.4569003389,-2.60372449458,180,1
51.4569003389,-2.60372449458,200,2
51.4569003389,-2.60372449458,220,4
51.4569003389,-2.60372449458,240,0
51.4569003389,-2.60372449458,260,0
51.4569003389,-2.60372449458,280,4
51.4569003389,-2.60372449458,300,5
51.4569003389,-2.60372449458,320,0
51.4569003389,-2.60372449458,340,2
51.4567505901,-2.60372449458,0,6
51.4567505901,-2.60372449458,20,6
51.4567505901,-2.60372449458,40,6
51.4567505901,-2.60372449458,60,0
51.4567505901,-2.60372449458,80,0
51.4567505901,-2.60372449458,100,0
51.4567505901,-2.60372449458,120,6
51.4567505901,-2.60372449458,140,5
51.4567505901,-2.60372449458,160,3
51.4567505901,-2.60372449458,180,6
51.4567505901,-2.60372449458,200,6
51.4567505901,-2.60372449458,220,0
51.4567505901,-2.60372449458,240,6
51.4567505901,-2.60372449458,260,4
51.4567505901,-2.60372449458,280,4
51.4567505901,-2.60372449458,300,4
51.4567505901,-2.60372449458,320,0
51.4567505901,-2.60372449458,340,3
51.4566008412,-2.60372449458,0,0
51.4566008412,-2.60372449458,20,6
51.4566008412,-2.60372449458,40,6
51.4566008412,-2.60372449458,60,0
51.4566008412,-2.60372449458,80,0
51.4566008412,-2.60372449458,100,6
51.4566008412,-2.60372449458,120,0
51.4566008412,-2.60372449458,140,5
51.4566008412,-2.60372449458,160,4
51.4566008412,-2.60372449458,180,0
51.4566008412,-2.60372449458,200,0
51.4566008412,-2.60372449458,220,0
51.4566008412,-2.60372449458,240,0
51.4566008412,-2.60372449458,260,0
51.4566008412,-2.60372449458,280,0
51.4566008412,-2.60372449458,300,0
51.4566008412,-2.60372449458,320,2
51.4566008412,-2.60372449458,340,2
51.4564510924,-2.60372449458,0,5
51.4564510924,-2.60372449458,20,0
51.4564510924,-2.60372449458,40,6
51.4564510924,-2.60372449458,60,6
51.4564510924,-2.60372449458,80,6
51.4564510924,-2.60372449458,100,0
51.4564510924,-2.60372449458,120,6
51.4564510924,-2.60372449458,140,5
51.4564510924,-2.60372449458,160,3
51.4564510924,-2.60372449458,180,0
51.4564510924,-2.60372449458,200,0
51.4564510924,-2.60372449458,220,0
51.4564510924,-2.60372449458,240,0
51.4564510924,-2.60372449458,260,4
51.4564510924,-2.60372449458,280,6
51.4564510924,-2.60372449458,300,5
51.4564510924,-2.60372449458,320,5
51.4564510924,-2.60372449458,340,4
51.4563013436,-2.60372449458,0,7
51.4563013436,-2.60372449458,20,7
51.4563013436,-2.60372449458,40,9
51.4563013436,-2.60372449458,60,0
51.4563013436,-2.60372449458,80,6
51.4563013436,-2.60372449458,100,0
51.4563013436,-2.60372449458,120,0
51.4563013436,-2.60372449458,140,2
51.4563013436,-2.60372449458,160,4
51.4563013436,-2.60372449458,180,6
51.4563013436,-2.60372449458,200,0
51.4563013436,-2.60372449458,220,0
51.4563013436,-2.60372449458,240,0
51.4563013436,-2.60372449458,260,0
51.4563013436,-2.60372449458,280,17
51.4563013436,-2.60372449458,300,0
51.4563013436,-2.60372449458,320,4
51.4563013436,-2.60372449458,340,2
51.4561515948,-2.60372449458,0,0
51.4561515948,-2.60372449458,20,0
51.4561515948,-2.60372449458,40,0
51.4561515948,-2.60372449458,60,0
51.4561515948,-2.60372449458,80,0
51.4561515948,-2.60372449458,100,5
51.4561515948,-2.60372449458,120,2
51.4561515948,-2.60372449458,140,1
51.4561515948,-2.60372449458,160,4
51.4561515948,-2.60372449458,180,5
51.4561515948,-2.60372449458,200,4
51.4561515948,-2.60372449458,220,5
51.4561515948,-2.60372449458,240,6
51.4561515948,-2.60372449458,260,1
51.4561515948,-2.60372449458,280,3
51.4561515948,-2.60372449458,300,8
51.4561515948,-2.60372449458,320,6
51.4561515948,-2.60372449458,340,5
51.4560018459,-2.60372449458,0,0
51.4560018459,-2.60372449458,20,0
51.4560018459,-2.60372449458,40,0
51.4560018459,-2.60372449458,60,0
51.4560018459,-2.60372449458,80,0
51.4560018459,-2.60372449458,100,5
51.4560018459,-2.60372449458,120,3
51.4560018459,-2.60372449458,140,2
51.4560018459,-2.60372449458,160,4
51.4560018459,-2.60372449458,180,0
51.4560018459,-2.60372449458,200,4
51.4560018459,-2.60372449458,220,0
51.4560018459,-2.60372449458,240,6
51.4560018459,-2.60372449458,260,3
51.4560018459,-2.60372449458,280,1
51.4560018459,-2.60372449458,300,9
51.4560018459,-2.60372449458,320,7
51.4560018459,-2.60372449458,340,0
51.4558520971,-2.60372449458,0,0
51.4558520971,-2.60372449458,20,0
51.4558520971,-2.60372449458,40,5
51.4558520971,-2.60372449458,60,12
51.4558520971,-2.60372449458,80,0
51.4558520971,-2.60372449458,100,4
51.4558520971,-2.60372449458,120,0
51.4558520971,-2.60372449458,140,2
51.4558520971,-2.60372449458,160,3
51.4558520971,-2.60372449458,180,4
51.4558520971,-2.60372449458,200,0
51.4558520971,-2.60372449458,220,4
51.4558520971,-2.60372449458,240,0
51.4558520971,-2.60372449458,260,0
51.4558520971,-2.60372449458,280,1
51.4558520971,-2.60372449458,300,0
51.4558520971,-2.60372449458,320,0
51.4558520971,-2.60372449458,340,0
51.4573495854,-2.60404850543,0,0
51.4573495854,-2.60404850543,20,0
51.4573495854,-2.60404850543,40,6
51.4573495854,-2.60404850543,60,6
51.4573495854,-2.60404850543,80,0
51.4573495854,-2.60404850543,100,5
51.4573495854,-2.60404850543,120,5
51.4573495854,-2.60404850543,140,5
51.4573495854,-2.60404850543,160,4
51.4573495854,-2.60404850543,180,0
51.4573495854,-2.60404850543,200,6
51.4573495854,-2.60404850543,220,0
51.4573495854,-2.60404850543,240,0
51.4573495854,-2.60404850543,260,5
51.4573495854,-2.60404850543,280,5
51.4573495854,-2.60404850543,300,0
51.4573495854,-2.60404850543,320,2
51.4573495854,-2.60404850543,340,3
51.4571998366,-2.60404850543,0,4
51.4571998366,-2.60404850543,20,0
51.4571998366,-2.60404850543,40,0
51.4571998366,-2.60404850543,60,5
51.4571998366,-2.60404850543,80,0
51.4571998366,-2.60404850543,100,0
51.4571998366,-2.60404850543,120,0
51.4571998366,-2.60404850543,140,0
51.4571998366,-2.60404850543,160,3
51.4571998366,-2.60404850543,180,3
51.4571998366,-2.60404850543,200,4
51.4571998366,-2.60404850543,220,6
51.4571998366,-2.60404850543,240,0
51.4571998366,-2.60404850543,260,0
51.4571998366,-2.60404850543,280,0
51.4571998366,-2.60404850543,300,2
51.4571998366,-2.60404850543,320,1
51.4571998366,-2.60404850543,340,0
51.4570500877,-2.60404850543,0,3
51.4570500877,-2.60404850543,20,0
51.4570500877,-2.60404850543,40,8
51.4570500877,-2.60404850543,60,6
51.4570500877,-2.60404850543,80,0
51.4570500877,-2.60404850543,100,0
51.4570500877,-2.60404850543,120,0
51.4570500877,-2.60404850543,140,4
51.4570500877,-2.60404850543,160,1
51.4570500877,-2.60404850543,180,3
51.4570500877,-2.60404850543,200,5
51.4570500877,-2.60404850543,220,0
51.4570500877,-2.60404850543,240,0
51.4570500877,-2.60404850543,260,3
51.4570500877,-2.60404850543,280,7
51.4570500877,-2.60404850543,300,5
51.4570500877,-2.60404850543,320,4
51.4570500877,-2.60404850543,340,3
51.4569003389,-2.60404850543,0,4
51.4569003389,-2.60404850543,20,0
51.4569003389,-2.60404850543,40,6
51.4569003389,-2.60404850543,60,0
51.4569003389,-2.60404850543,80,7
51.4569003389,-2.60404850543,100,6
51.4569003389,-2.60404850543,120,0
51.4569003389,-2.60404850543,140,4
51.4569003389,-2.60404850543,160,1
51.4569003389,-2.60404850543,180,3
51.4569003389,-2.60404850543,200,3
51.4569003389,-2.60404850543,220,5
51.4569003389,-2.60404850543,240,0
51.4569003389,-2.60404850543,260,0
51.4569003389,-2.60404850543,280,0
51.4569003389,-2.60404850543,300,0
51.4569003389,-2.60404850543,320,4
51.4569003389,-2.60404850543,340,1
51.4567505901,-2.60404850543,0,0
51.4567505901,-2.60404850543,20,7
51.4567505901,-2.60404850543,40,5
51.4567505901,-2.60404850543,60,5
51.4567505901,-2.60404850543,80,0
51.4567505901,-2.60404850543,100,6
51.4567505901,-2.60404850543,120,0
51.4567505901,-2.60404850543,140,5
51.4567505901,-2.60404850543,160,1
51.4567505901,-2.60404850543,180,4
51.4567505901,-2.60404850543,200,5
51.4567505901,-2.60404850543,220,1
51.4567505901,-2.60404850543,240,4
51.4567505901,-2.60404850543,260,4
51.4567505901,-2.60404850543,280,0
51.4567505901,-2.60404850543,300,5
51.4567505901,-2.60404850543,320,5
51.4567505901,-2.60404850543,340,0
51.4566008412,-2.60404850543,0,6
51.4566008412,-2.60404850543,20,7
51.4566008412,-2.60404850543,40,0
51.4566008412,-2.60404850543,60,0
51.4566008412,-2.60404850543,80,6
51.4566008412,-2.60404850543,100,6
51.4566008412,-2.60404850543,120,0
51.4566008412,-2.60404850543,140,5
51.4566008412,-2.60404850543,160,1
51.4566008412,-2.60404850543,180,0
51.4566008412,-2.60404850543,200,0
51.4566008412,-2.60404850543,220,6
51.4566008412,-2.60404850543,240,5
51.4566008412,-2.60404850543,260,4
51.4566008412,-2.60404850543,280,4
51.4566008412,-2.60404850543,300,4
51.4566008412,-2.60404850543,320,5
51.4566008412,-2.60404850543,340,4
51.4561515948,-2.60404850543,0,5
51.4561515948,-2.60404850543,20,0
51.4561515948,-2.60404850543,40,4
51.4561515948,-2.60404850543,60,0
51.4561515948,-2.60404850543,80,4
51.4561515948,-2.60404850543,100,2
51.4561515948,-2.60404850543,120,1
51.4561515948,-2.60404850543,140,5
51.4561515948,-2.60404850543,160,0
51.4561515948,-2.60404850543,180,1
51.4561515948,-2.60404850543,200,1
51.4561515948,-2.60404850543,220,2
51.4561515948,-2.60404850543,240,1
51.4561515948,-2.60404850543,260,1
51.4561515948,-2.60404850543,280,1
51.4561515948,-2.60404850543,300,13
51.4561515948,-2.60404850543,320,16
51.4561515948,-2.60404850543,340,0
51.4560018459,-2.60404850543,0,4
51.4560018459,-2.60404850543,20,6
51.4560018459,-2.60404850543,40,4
51.4560018459,-2.60404850543,60,0
51.4560018459,-2.60404850543,80,5
51.4560018459,-2.60404850543,100,2
51.4560018459,-2.60404850543,120,2
51.4560018459,-2.60404850543,140,3
51.4560018459,-2.60404850543,160,4
51.4560018459,-2.60404850543,180,1
51.4560018459,-2.60404850543,200,0
51.4560018459,-2.60404850543,220,2
51.4560018459,-2.60404850543,240,2
